t5,d_sensor5
1.448,511.0
1.449,506.0
1.45,504.0
1.451,502.0
1.452,501.0
1.453,501.0
1.454,499.0
1.455,502.0
1.456,509.0
1.457,520.0
1.458,519.0
1.459,512.0
1.46,506.0
1.461,504.0
1.462,507.0
1.463,508.0
1.464,510.0
1.465,511.0
1.466,511.0
1.467,513.0
1.468,513.0
1.469,507.0
1.47,494.0
1.471,483.0
1.472,485.0
1.473,493.0
1.474,503.0
1.475,507.0
1.476,513.0
1.477,520.0
1.478,529.0
1.479,532.0
1.48,523.0
1.481,508.0
1.482,492.0
1.483,482.0
1.484,480.0
1.485,481.0
1.486,482.0
1.487,483.0
1.488,487.0
1.489,484.0
1.49,480.0
1.491,478.0
1.492,477.0
1.493,478.0
1.494,485.0
1.495,492.0
1.496,496.0
1.497,501.0
1.498,509.0
1.499,521.0
1.5,538.0
1.5010000000000001,553.0
1.502,567.0
1.5030000000000001,584.0
1.504,603.0
1.5050000000000001,615.0
1.506,626.0
1.5070000000000001,641.0
1.508,651.0
1.5090000000000001,662.0
1.51,666.0
1.5110000000000001,669.0
1.512,672.0
1.5130000000000001,675.0
1.514,677.0
1.5150000000000001,677.0
1.516,676.0
1.5170000000000001,675.0
1.518,676.0
1.5190000000000001,674.0
1.52,673.0
1.5210000000000001,673.0
1.522,669.0
1.5230000000000001,663.0
1.524,654.0
1.5250000000000001,645.0
1.526,632.0
1.5270000000000001,617.0
1.528,600.0
1.5290000000000001,583.0
1.53,568.0
1.5310000000000001,560.0
1.532,552.0
1.5330000000000001,539.0
1.534,524.0
1.5350000000000001,510.0
1.536,501.0
1.537,492.0
1.538,482.0
1.539,478.0
1.54,476.0
1.541,474.0
1.542,471.0
1.543,470.0
1.544,471.0
1.545,472.0
1.546,470.0
1.547,468.0
1.548,472.0
1.549,472.0
1.55,473.0
1.551,477.0
1.552,480.0
1.553,479.0
1.554,479.0
1.555,480.0
1.556,484.0
1.557,488.0
1.558,490.0
1.559,489.0
1.56,489.0
1.561,492.0
1.562,496.0
1.563,504.0
1.564,509.0
1.565,507.0
1.566,494.0
1.567,476.0
1.568,468.0
1.569,470.0
1.57,472.0
1.571,481.0
1.572,489.0
1.573,496.0
1.574,498.0
1.575,495.0
1.576,496.0
1.577,504.0
1.578,509.0
1.579,502.0
1.58,496.0
1.581,496.0
1.582,497.0
1.583,498.0
1.584,499.0
1.585,507.0
1.586,512.0
1.587,513.0
1.588,510.0
1.589,507.0
1.59,507.0
1.591,505.0
1.592,507.0
1.593,507.0
1.594,506.0
1.595,504.0
1.596,503.0
1.597,502.0
1.598,503.0
1.599,505.0
1.6,508.0
1.601,513.0
1.602,513.0
1.603,510.0
1.604,509.0
1.605,505.0
