t2,d_sensor2
0.771,497.0
0.772,499.0
0.773,502.0
0.774,504.0
0.775,505.0
0.776,505.0
0.777,505.0
0.778,503.0
0.779,500.0
0.78,497.0
0.781,494.0
0.782,492.0
0.783,491.0
0.784,490.0
0.785,489.0
0.786,489.0
0.787,491.0
0.788,495.0
0.789,502.0
0.79,505.0
0.791,507.0
0.792,507.0
0.793,506.0
0.794,505.0
0.795,502.0
0.796,497.0
0.797,492.0
0.798,487.0
0.799,484.0
0.8,480.0
0.801,481.0
0.802,485.0
0.803,491.0
0.804,498.0
0.805,502.0
0.806,504.0
0.807,507.0
0.808,509.0
0.809,507.0
0.81,505.0
0.811,503.0
0.812,503.0
0.8130000000000001,500.0
0.8140000000000001,496.0
0.8150000000000001,492.0
0.8160000000000001,490.0
0.8170000000000001,490.0
0.8180000000000001,492.0
0.8190000000000001,493.0
0.8200000000000001,494.0
0.8210000000000001,496.0
0.8220000000000001,497.0
0.8230000000000001,498.0
0.8240000000000001,500.0
0.8250000000000001,502.0
0.8260000000000001,502.0
0.8270000000000001,501.0
0.8280000000000001,500.0
0.8290000000000001,499.0
0.8300000000000001,497.0
0.8310000000000001,494.0
0.8320000000000001,493.0
0.833,493.0
0.834,494.0
0.835,492.0
0.836,492.0
0.837,494.0
0.838,498.0
0.839,502.0
0.84,505.0
0.841,507.0
0.842,508.0
0.843,507.0
0.844,505.0
0.845,503.0
0.846,500.0
0.847,498.0
0.848,496.0
0.849,494.0
0.85,493.0
0.851,493.0
0.852,494.0
0.853,497.0
0.854,500.0
0.855,502.0
0.856,504.0
0.857,507.0
0.858,509.0
0.859,510.0
0.86,509.0
0.861,506.0
0.862,502.0
0.863,499.0
0.864,496.0
0.865,494.0
0.866,493.0
0.867,490.0
0.868,490.0
0.869,491.0
0.87,494.0
0.871,498.0
0.872,503.0
0.873,507.0
0.874,511.0
0.875,513.0
0.876,513.0
0.877,512.0
0.878,508.0
0.879,504.0
0.88,499.0
0.881,496.0
0.882,494.0
0.883,493.0
0.884,494.0
0.885,495.0
0.886,496.0
0.887,498.0
0.888,502.0
0.889,507.0
0.89,509.0
0.891,508.0
0.892,507.0
0.893,506.0
0.894,507.0
0.895,506.0
0.896,504.0
0.897,502.0
0.898,501.0
0.899,500.0
0.9,500.0
0.901,502.0
0.902,504.0
0.903,503.0
0.904,502.0
0.905,502.0
0.906,504.0
0.907,507.0
0.908,508.0
0.909,508.0
0.91,508.0
0.911,508.0
0.912,507.0
0.913,504.0
0.914,501.0
0.915,498.0
0.916,495.0
0.917,494.0
0.918,494.0
0.919,496.0
0.92,498.0
0.921,500.0
0.922,505.0
0.923,507.0
0.924,508.0
0.925,508.0
0.926,507.0
0.927,507.0
0.928,506.0
0.929,504.0
0.93,504.0
0.931,505.0
0.932,504.0
0.933,503.0
0.934,503.0
0.935,502.0
0.936,500.0
0.937,501.0
0.9380000000000001,503.0
0.9390000000000001,505.0
0.9400000000000001,509.0
0.9410000000000001,511.0
0.9420000000000001,512.0
0.9430000000000001,512.0
0.9440000000000001,510.0
0.9450000000000001,507.0
0.9460000000000001,505.0
0.9470000000000001,503.0
0.9480000000000001,500.0
0.9490000000000001,497.0
0.9500000000000001,495.0
0.9510000000000001,495.0
0.9520000000000001,496.0
0.9530000000000001,497.0
0.9540000000000001,499.0
0.9550000000000001,502.0
0.9560000000000001,505.0
0.9570000000000001,510.0
0.9580000000000001,512.0
0.9590000000000001,513.0
0.96,513.0
0.961,512.0
0.962,508.0
0.963,504.0
0.964,499.0
0.965,498.0
0.966,496.0
0.967,495.0
0.968,496.0
0.969,497.0
0.97,497.0
0.971,499.0
0.972,503.0
0.973,507.0
0.974,512.0
0.975,515.0
0.976,516.0
0.977,515.0
0.978,513.0
0.979,512.0
0.98,511.0
0.981,512.0
0.982,510.0
0.983,506.0
0.984,504.0
0.985,501.0
0.986,500.0
0.987,502.0
0.988,504.0
0.989,509.0
0.99,511.0
0.991,511.0
0.992,510.0
0.993,510.0
0.994,510.0
0.995,508.0
0.996,506.0
0.997,505.0
0.998,504.0
0.999,504.0
1.0,503.0
1.0010000000000001,502.0
1.002,503.0
1.0030000000000001,506.0
1.004,510.0
1.0050000000000001,513.0
1.006,517.0
1.0070000000000001,521.0
1.008,523.0
1.0090000000000001,523.0
1.01,524.0
1.0110000000000001,523.0
1.012,519.0
1.0130000000000001,515.0
1.014,513.0
1.0150000000000001,512.0
1.016,511.0
1.0170000000000001,508.0
1.018,508.0
1.0190000000000001,510.0
1.02,512.0
1.0210000000000001,515.0
1.022,519.0
1.0230000000000001,524.0
1.024,526.0
1.025,527.0
1.026,527.0
1.027,525.0
1.028,521.0
1.029,518.0
1.03,514.0
1.031,510.0
1.032,504.0
1.033,501.0
1.034,499.0
1.035,498.0
1.036,499.0
1.037,501.0
1.038,506.0
1.039,511.0
1.04,515.0
1.041,518.0
1.042,519.0
1.043,520.0
1.044,519.0
1.045,516.0
1.046,515.0
1.047,513.0
1.048,511.0
1.049,507.0
1.05,507.0
1.051,508.0
1.052,511.0
1.053,512.0
1.054,512.0
1.055,512.0
1.056,513.0
1.057,513.0
1.058,513.0
1.059,515.0
1.06,516.0
1.061,515.0
1.062,510.0
1.063,505.0
1.064,503.0
1.065,499.0
1.066,495.0
1.067,493.0
1.068,492.0
1.069,491.0
1.07,492.0
1.071,495.0
1.072,499.0
1.073,504.0
1.074,508.0
1.075,510.0
1.076,509.0
1.077,507.0
1.078,503.0
1.079,498.0
1.08,492.0
1.081,488.0
1.082,485.0
1.083,483.0
1.084,484.0
1.085,484.0
1.086,487.0
1.087,490.0
1.088,495.0
1.089,499.0
1.09,500.0
1.091,500.0
1.092,500.0
1.093,499.0
1.094,495.0
1.095,492.0
1.096,489.0
1.097,487.0
1.098,485.0
1.099,483.0
1.1,481.0
1.101,481.0
1.102,483.0
1.103,485.0
1.104,487.0
1.105,490.0
1.106,493.0
1.107,495.0
1.108,495.0
1.109,493.0
1.11,492.0
1.111,490.0
1.112,486.0
1.113,482.0
1.114,477.0
1.115,473.0
1.116,473.0
1.117,474.0
1.118,476.0
1.119,477.0
1.12,482.0
1.121,493.0
1.122,507.0
1.123,519.0
1.124,531.0
1.125,542.0
1.1260000000000001,550.0
1.127,562.0
1.1280000000000001,575.0
1.129,586.0
1.1300000000000001,593.0
1.131,600.0
1.1320000000000001,611.0
1.133,623.0
1.1340000000000001,637.0
1.135,651.0
1.1360000000000001,663.0
1.137,675.0
1.1380000000000001,684.0
1.139,693.0
1.1400000000000001,701.0
1.141,705.0
1.1420000000000001,704.0
1.143,697.0
1.1440000000000001,687.0
1.145,674.0
1.1460000000000001,660.0
1.147,643.0
1.1480000000000001,623.0
1.149,601.0
1.1500000000000001,579.0
1.151,558.0
1.1520000000000001,538.0
1.153,521.0
1.154,508.0
1.155,497.0
1.156,488.0
1.157,478.0
1.158,469.0
1.159,460.0
1.16,449.0
1.161,438.0
1.162,427.0
1.163,419.0
1.164,414.0
1.165,410.0
1.166,408.0
1.167,410.0
1.168,413.0
1.169,416.0
1.17,419.0
1.171,425.0
1.172,431.0
1.173,436.0
1.174,441.0
1.175,446.0
1.176,449.0
1.177,451.0
1.178,453.0
1.179,453.0
1.18,451.0
1.181,452.0
1.182,453.0
1.183,453.0
1.184,454.0
1.185,456.0
1.186,460.0
1.187,464.0
1.188,468.0
1.189,473.0
1.19,477.0
1.191,479.0
1.192,479.0
1.193,478.0
1.194,478.0
1.195,478.0
1.196,476.0
1.197,475.0
1.198,472.0
1.199,468.0
1.2,467.0
1.201,467.0
1.202,467.0
1.203,469.0
1.204,473.0
1.205,478.0
1.206,482.0
1.207,486.0
1.208,488.0
1.209,489.0
1.21,491.0
1.211,490.0
1.212,487.0
1.213,484.0
1.214,482.0
1.215,481.0
1.216,481.0
1.217,481.0
1.218,482.0
1.219,486.0
1.22,489.0
1.221,488.0
1.222,487.0
1.223,488.0
1.224,489.0
1.225,492.0
1.226,494.0
1.227,495.0
1.228,493.0
1.229,490.0
1.23,487.0
1.231,483.0
1.232,481.0
1.233,482.0
1.234,483.0
1.235,480.0
1.236,478.0
1.237,477.0
1.238,478.0
1.239,481.0
1.24,487.0
1.241,492.0
1.242,495.0
1.243,495.0
1.244,496.0
1.245,496.0
1.246,494.0
1.247,492.0
1.248,487.0
1.249,484.0
1.25,482.0
1.2510000000000001,482.0
1.252,483.0
1.2530000000000001,485.0
1.254,487.0
1.2550000000000001,489.0
1.256,491.0
1.2570000000000001,494.0
1.258,496.0
1.2590000000000001,496.0
1.26,496.0
1.2610000000000001,494.0
1.262,492.0
1.2630000000000001,489.0
1.264,486.0
1.2650000000000001,485.0
1.266,483.0
1.2670000000000001,483.0
1.268,483.0
1.2690000000000001,483.0
1.27,487.0
1.2710000000000001,497.0
1.272,506.0
1.2730000000000001,509.0
1.274,510.0
1.2750000000000001,510.0
1.276,510.0
1.2770000000000001,510.0
1.278,508.0
1.2790000000000001,504.0
1.28,499.0
1.281,496.0
1.282,495.0
1.283,495.0
1.284,494.0
1.285,493.0
1.286,493.0
1.287,495.0
1.288,497.0
1.289,498.0
1.29,498.0
1.291,500.0
1.292,503.0
1.293,507.0
1.294,509.0
1.295,510.0
1.296,511.0
1.297,509.0
1.298,505.0
1.299,501.0
1.3,499.0
1.301,497.0
1.302,496.0
1.303,497.0
1.304,501.0
1.305,505.0
1.306,508.0
1.307,511.0
1.308,513.0
1.309,514.0
1.31,513.0
1.311,511.0
1.312,508.0
1.313,504.0
1.314,500.0
1.315,497.0
1.316,496.0
1.317,494.0
1.318,493.0
1.319,495.0
1.32,498.0
1.321,502.0
1.322,505.0
1.323,509.0
1.324,512.0
1.325,512.0
1.326,511.0
1.327,511.0
1.328,511.0
1.329,511.0
1.33,509.0
1.331,507.0
1.332,506.0
1.333,506.0
1.334,507.0
1.335,508.0
1.336,510.0
1.337,512.0
1.338,513.0
1.339,513.0
1.34,513.0
1.341,514.0
1.342,516.0
1.343,517.0
1.344,519.0
1.345,519.0
1.346,515.0
1.347,513.0
1.348,512.0
1.349,510.0
1.35,507.0
1.351,505.0
1.352,505.0
1.353,507.0
1.354,511.0
1.355,517.0
1.356,523.0
1.357,528.0
1.358,531.0
1.359,533.0
1.36,535.0
1.361,536.0
1.362,533.0
1.363,528.0
1.364,526.0
1.365,523.0
1.366,521.0
1.367,518.0
1.368,516.0
1.369,518.0
1.37,520.0
1.371,521.0
1.372,522.0
1.373,524.0
1.374,528.0
1.375,530.0
1.3760000000000001,531.0
1.377,529.0
1.3780000000000001,524.0
1.379,521.0
1.3800000000000001,520.0
1.381,519.0
1.3820000000000001,516.0
1.383,516.0
1.3840000000000001,516.0
1.385,514.0
1.3860000000000001,515.0
1.387,520.0
1.3880000000000001,526.0
1.389,532.0
1.3900000000000001,537.0
1.391,536.0
1.3920000000000001,533.0
1.393,530.0
1.3940000000000001,529.0
1.395,526.0
1.3960000000000001,523.0
1.397,519.0
1.3980000000000001,516.0
1.399,514.0
1.4000000000000001,513.0
1.401,511.0
1.4020000000000001,512.0
1.403,513.0
1.4040000000000001,515.0
1.405,517.0
1.4060000000000001,519.0
1.407,520.0
1.408,521.0
1.409,520.0
1.41,518.0
1.411,515.0
1.412,512.0
1.413,509.0
1.414,507.0
1.415,504.0
1.416,502.0
1.417,500.0
1.418,498.0
1.419,497.0
1.42,497.0
1.421,499.0
1.422,500.0
1.423,502.0
1.424,502.0
1.425,501.0
1.426,499.0
1.427,496.0
1.428,492.0
1.429,489.0
1.43,485.0
1.431,479.0
1.432,475.0
1.433,471.0
1.434,469.0
1.435,468.0
1.436,467.0
1.437,469.0
1.438,472.0
1.439,475.0
1.44,476.0
1.441,478.0
1.442,478.0
1.443,475.0
1.444,472.0
1.445,469.0
1.446,466.0
1.447,462.0
1.448,456.0
1.449,452.0
1.45,448.0
1.451,445.0
1.452,443.0
1.453,442.0
1.454,445.0
1.455,448.0
1.456,452.0
1.457,457.0
1.458,459.0
1.459,458.0
1.46,457.0
1.461,458.0
1.462,457.0
1.463,454.0
1.464,450.0
1.465,447.0
1.466,445.0
1.467,446.0
1.468,445.0
1.469,448.0
1.47,452.0
1.471,456.0
1.472,460.0
1.473,464.0
1.474,468.0
1.475,470.0
1.476,469.0
1.477,466.0
1.478,464.0
1.479,462.0
1.48,458.0
1.481,455.0
1.482,455.0
1.483,456.0
1.484,457.0
1.485,456.0
1.486,456.0
1.487,457.0
1.488,460.0
1.489,463.0
1.49,467.0
1.491,471.0
1.492,473.0
1.493,475.0
1.494,475.0
1.495,473.0
1.496,472.0
1.497,470.0
1.498,468.0
1.499,466.0
1.5,463.0
1.5010000000000001,462.0
1.502,463.0
1.5030000000000001,465.0
1.504,470.0
1.5050000000000001,474.0
1.506,479.0
1.5070000000000001,483.0
1.508,486.0
1.5090000000000001,486.0
1.51,484.0
1.5110000000000001,481.0
1.512,480.0
1.5130000000000001,478.0
1.514,476.0
1.5150000000000001,476.0
1.516,477.0
1.5170000000000001,478.0
1.518,480.0
1.5190000000000001,481.0
1.52,483.0
1.5210000000000001,483.0
1.522,486.0
1.5230000000000001,488.0
1.524,490.0
1.5250000000000001,490.0
1.526,489.0
1.5270000000000001,489.0
1.528,485.0
1.5290000000000001,481.0
1.53,478.0
1.5310000000000001,476.0
1.532,476.0
1.5330000000000001,477.0
1.534,481.0
1.5350000000000001,483.0
1.536,483.0
1.537,484.0
1.538,486.0
1.539,492.0
1.54,496.0
1.541,499.0
1.542,500.0
1.543,499.0
1.544,499.0
1.545,497.0
1.546,495.0
1.547,493.0
1.548,490.0
1.549,487.0
1.55,483.0
1.551,482.0
1.552,484.0
1.553,487.0
1.554,489.0
1.555,494.0
1.556,498.0
1.557,500.0
1.558,503.0
1.559,504.0
1.56,502.0
1.561,499.0
1.562,497.0
1.563,494.0
1.564,491.0
1.565,490.0
1.566,488.0
1.567,487.0
1.568,485.0
1.569,486.0
1.57,489.0
1.571,493.0
1.572,498.0
1.573,502.0
1.574,504.0
1.575,504.0
1.576,504.0
1.577,504.0
1.578,502.0
1.579,499.0
1.58,493.0
1.581,487.0
1.582,484.0
1.583,483.0
1.584,482.0
1.585,483.0
1.586,486.0
1.587,489.0
1.588,494.0
1.589,498.0
1.59,501.0
1.591,505.0
1.592,508.0
1.593,510.0
1.594,509.0
1.595,507.0
1.596,502.0
1.597,497.0
1.598,491.0
1.599,485.0
1.6,480.0
1.601,477.0
1.602,478.0
1.603,480.0
1.604,486.0
1.605,492.0
1.606,500.0
1.607,504.0
